OSEBuildingID,PrimaryPropertyType,PropertyName,CouncilDistrictCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,distance_from_City_Hall,proportion_elec,ln_consommation,ln_emissions
21772,office,Workshops Seattle Ballard LLC,6,1999.0,1.0,4.0,0.0,28844.0,office,10292.0,other,10200.0,aucun,0.0,,910718.6875,6.35,6.587869357253965,0.87,13.72199043130841,1.9947003132247452
21774,education,West Seattle Elementary,1,1988.0,1.0,2.0,0.0,54528.0,education,54285.0,aucun,0.0,aucun,0.0,75.0,1972078.625,13.75,7.637347384279925,0.87,14.494599191118603,2.691243082785829
21783,non refrigerated warehouse,(ID21783) 601 SOUTH ALASKA,2,1989.0,1.0,1.0,0.0,21101.0,non refrigerated warehouse,18373.0,office,2728.0,aucun,0.0,,675772.875,27.97,4.806110432120284,0.37,13.423613794628142,3.366260811781259
21784,refrigerated warehouse,Sun Food Trading Co,2,1914.0,1.0,2.0,0.0,45594.0,refrigerated warehouse,45594.0,aucun,0.0,aucun,0.0,75.0,1351267.875,9.42,4.803937970453989,0.87,14.116554616385637,2.343727036325221
21785,other,AM Building,2,1950.0,1.0,1.0,0.0,26660.0,refrigerated warehouse,26660.0,aucun,0.0,aucun,0.0,,2241280.5,15.62,5.971313198529072,0.87,14.622558358459713,2.810606789427302
21786,non refrigerated warehouse,(ID21786) 615 S ALASKA,2,1975.0,1.0,1.0,0.0,28126.0,non refrigerated warehouse,21780.0,office,6346.0,aucun,0.0,44.0,870625.8125,18.63,4.820616449297471,0.62,13.6769687053518,2.9770590082883697
21787,non refrigerated warehouse,NWCP-SEA OC Bldg,2,1964.0,1.0,1.0,0.0,35000.0,non refrigerated warehouse,35000.0,aucun,0.0,aucun,0.0,53.0,378714.4063,2.64,6.20223493456621,0.87,12.844540295132633,1.2919836816486494
21792,non refrigerated warehouse,OTM 162,2,1962.0,1.0,1.0,0.0,26150.0,non refrigerated warehouse,26150.0,aucun,0.0,aucun,0.0,6.0,1208407.625,26.55,6.053040434219009,0.62,14.004814866006422,3.3160025355989236
21793,office,5950 6th Avenue S. Building,2,1967.0,1.0,2.0,0.0,24000.0,office,24000.0,aucun,0.0,aucun,0.0,73.0,1088556.25,7.59,6.021292711464738,0.87,13.900363753588307,2.150598735996164
21794,education,Peyton,3,1968.0,1.0,5.0,0.0,43594.0,education,40809.0,aucun,0.0,aucun,0.0,38.0,2478045.5,73.26,4.289024693258802,0.62,14.722981106128334,4.307572448748934
21822,mall,Care Medical Equipment,4,1912.0,1.0,1.0,0.0,28080.0,mall,25580.0,office,2500.0,aucun,0.0,,794724.625,18.54,6.089917735067612,0.62,13.585752208280695,2.972463646614637
21879,lodging,HEALTH AND REHAB OF NORTH SEATTLE,5,1954.0,1.0,2.0,0.0,51298.0,lodging,51298.0,aucun,0.0,aucun,0.0,85.0,5655578.0,203.73,13.748906851057054,0.37,15.548153049559044,5.321692037864487
21883,other,Shoreline,5,1962.0,1.0,1.0,0.0,22047.0,other,22898.0,non refrigerated warehouse,0.0,aucun,0.0,100.0,265774.9063,1.85,13.698275726991097,0.87,12.49040877517827,1.0473189942805592
21893,non refrigerated warehouse,South Park,1,1979.0,1.0,1.0,0.0,31600.0,non refrigerated warehouse,31600.0,aucun,0.0,aucun,0.0,3.0,3363535.5,103.28,9.196934278293512,0.37,15.028503508180206,4.647079589065301
21894,non refrigerated warehouse,821 WEARHOUSE,1,2007.0,1.0,1.0,0.0,35289.0,non refrigerated warehouse,35289.0,aucun,0.0,aucun,0.0,63.0,876425.0,23.9,9.316806973916618,0.62,13.6836075530822,3.214867803470662
21896,non refrigerated warehouse,PNP Properties Building,1,1981.0,1.0,1.0,0.0,28920.0,non refrigerated warehouse,30000.0,aucun,0.0,aucun,0.0,50.0,1750419.0,80.09,9.457397626176974,0.12,14.375366317104303,4.395559648956466
21897,non refrigerated warehouse,9243 10TH AVE S (ID21897),1,1978.0,1.0,1.0,0.0,22176.0,non refrigerated warehouse,22176.0,aucun,0.0,aucun,0.0,60.0,736428.625,32.77,9.421444836628895,0.12,13.509568957026715,3.5195728343974766
21898,non refrigerated warehouse,Halfon Candy Company,1,1978.0,1.0,1.0,0.0,31300.0,non refrigerated warehouse,31300.0,aucun,0.0,aucun,0.0,89.0,362874.0,9.08,9.379809435515652,0.62,12.801813701326932,2.3105532626432224
21902,non refrigerated warehouse,Samson,1,1979.0,1.0,1.0,0.0,22000.0,non refrigerated warehouse,22000.0,non refrigerated warehouse,0.0,aucun,0.0,14.0,700627.625,4.88,9.444523307625166,0.87,13.459733246747005,1.7715567619105355
21904,office,Northgate Exec Center A,5,1974.0,1.0,3.0,0.0,39927.0,office,39541.0,non refrigerated warehouse,0.0,aucun,0.0,38.0,3568419.5,24.88,10.783456875561313,0.87,15.087633618876914,3.2534704696327
21905,other,Seattle Athletic Club,5,1979.0,1.0,1.0,0.0,30610.0,leisure,23320.0,office,7290.0,aucun,0.0,,4294550.0,135.81,10.57046508064825,0.37,15.272857567772808,4.918593101932022
21907,medical,North Seattle Professional Center,5,1980.0,1.0,2.0,6350.0,20580.0,medical,26930.0,aucun,0.0,aucun,0.0,64.0,1002995.0,6.99,10.706888045008492,0.87,13.818502078900227,2.0781907597781832
21909,medical,311 NGT Northgate Med,5,1968.0,1.0,2.0,0.0,38745.0,medical,65069.0,non refrigerated warehouse,0.0,aucun,0.0,76.0,2890379.0,49.62,10.800071910193338,0.87,14.876898539334114,3.9243467551169777
21913,non refrigerated warehouse,CORRY'S DRYCLEANING (ID21913),4,1959.0,1.0,2.0,0.0,20296.0,non refrigerated warehouse,20296.0,aucun,0.0,aucun,0.0,,855665.125,5.97,7.133493645020935,0.87,13.659635538150297,1.9416152247724325
21916,other,Union Bay Plaza,4,1945.0,1.0,2.0,0.0,22135.0,medical,10388.0,office,8116.0,store,3200.0,,1261634.5,27.41,7.069243052811163,0.62,14.04791945310635,3.3467411958660964
21917,medical,Lakeview Medical Building,4,1967.0,1.0,3.0,0.0,38378.0,medical,35066.0,non refrigerated warehouse,3312.0,aucun,0.0,86.0,1645605.125,53.73,7.027712414231511,0.37,14.313619339360628,4.0024120051558265
21920,non refrigerated warehouse,Bowman Building 9742,4,1980.0,1.0,2.0,0.0,33576.0,non refrigerated warehouse,33576.0,aucun,0.0,aucun,0.0,64.0,1275231.75,49.73,7.068070646630382,0.37,14.058639268934227,3.9265174515785985
21921,store,Safeway 0488 - 45th St,4,1975.0,1.0,1.0,0.0,33005.0,store,34982.0,non refrigerated warehouse,0.0,aucun,0.0,21.0,10642754.0,225.67,6.969464654860413,0.62,16.180389936932983,5.423495215276265
21945,other,First Hill Plaza Retail Building,3,1981.0,1.0,1.0,0.0,20971.0,non refrigerated warehouse,23483.0,store,10360.0,medical,8509.0,,729397.1875,5.08,0.9437695639054126,0.87,13.499975072434518,1.8050046959780757
21955,office,Magnolia Center,7,1927.0,1.0,3.0,0.0,23910.0,office,20000.0,store,3910.0,aucun,0.0,,873577.3125,15.11,6.548412779430963,0.87,13.68035305822964,2.779440197188883
21964,other,(ID21964) BALLARD BAPTIST CHURCH,6,1910.0,1.0,2.0,0.0,21765.0,other,21765.0,aucun,0.0,aucun,0.0,80.0,431390.4063,17.38,8.8148309650177,0.37,12.974771092247353,2.911263116927541
22078,other,Immaculate Conception Church,3,1901.0,1.0,2.0,0.0,26560.0,other,26560.0,aucun,0.0,aucun,0.0,1.0,1751483.875,64.88,1.7575351994799118,0.37,14.375974486127069,4.1878349053094395
22095,non refrigerated warehouse,Culbertson Warehouse,4,1957.0,1.0,2.0,0.0,20140.0,non refrigerated warehouse,20140.0,aucun,0.0,aucun,0.0,49.0,116486.6016,0.81,5.234095871990873,0.87,11.665540122290118,0.5933268452777344
22139,store,King Plaza 7101,2,1992.0,1.0,2.0,0.0,38845.0,store,38845.0,non refrigerated warehouse,6000.0,aucun,0.0,82.0,6917280.0,215.56,8.073967175144752,0.37,15.749533331305782,5.377867645306046
22142,store,Safeway 0219 - Othello St,2,1953.0,1.0,1.0,0.0,26092.0,store,25946.0,non refrigerated warehouse,0.0,aucun,0.0,40.0,7619445.0,173.75,8.172259863741447,0.62,15.846214221607735,5.163356381113919
22149,education,John Rogers Elementary,5,1955.0,1.0,1.0,0.0,38582.0,education,40374.0,aucun,0.0,aucun,0.0,85.0,1848878.5,64.54,12.00844773432139,0.37,14.430090337883223,4.182660643270669
22163,office,THE CHAPMAN BLDG,2,1967.0,1.0,1.0,0.0,25500.0,office,25500.0,aucun,0.0,aucun,0.0,98.0,1213869.75,55.3,5.938345703554556,0.12,14.009324778706302,4.030694535145645
22165,non refrigerated warehouse,(ID22165) MICHIGAN STREET BUILDINGS,2,1961.0,1.0,1.0,0.0,41895.0,non refrigerated warehouse,37524.0,office,2596.0,aucun,0.0,,1242311.5,25.09,6.251291086122842,0.62,14.032485120132955,3.261552099148637
22166,store,Georgetown Center Bldg A,2,1958.0,1.0,2.0,0.0,56193.0,store,56193.0,aucun,0.0,aucun,0.0,,2497942.75,46.9,6.11345307342118,0.62,14.730978451399714,3.8691155044168695
22223,education,St. Alphonsus School,6,1922.0,1.0,3.0,0.0,35448.0,education,35448.0,aucun,0.0,aucun,0.0,97.0,1379932.5,60.34,8.239157611798078,0.12,14.137545867566493,4.116432158686106
22230,store,BALLARD MARKET (ID22230),6,1966.0,1.0,1.0,0.0,29214.0,store,29214.0,aucun,0.0,aucun,0.0,8.0,9336239.0,208.53,8.057011308259925,0.62,16.049414159558985,5.344866927201017
22240,store,Safeway 1477 - Market St,6,2000.0,1.0,1.0,43035.0,46068.0,store,47034.0,non refrigerated warehouse,0.0,aucun,0.0,34.0,14029480.0,384.85,7.900412984386024,0.62,16.45667145923476,5.955448692903612
22252,other,1415 NW 52nd,6,1961.0,1.0,1.0,0.0,32000.0,leisure,29880.0,office,4700.0,aucun,0.0,,1331122.125,45.38,7.716390960111734,0.37,14.101533598733727,3.8368683318273855
22259,other,Building C,6,1910.0,1.0,2.0,0.0,31140.0,other,14840.0,store,9400.0,non refrigerated warehouse,6900.0,,935580.3125,38.86,7.42053455283774,0.37,13.748923339679086,3.685373314784649
22261,non refrigerated warehouse,Building B,6,1975.0,1.0,3.0,0.0,41478.0,non refrigerated warehouse,31932.0,office,9546.0,aucun,0.0,3.0,3035962.25,78.22,7.451931817587989,0.62,14.926039312681311,4.372228792193771
22264,non refrigerated warehouse,Building A,6,1980.0,1.0,1.0,0.0,39840.0,non refrigerated warehouse,39840.0,aucun,0.0,aucun,0.0,2.0,752104.0,5.24,7.403281725267701,0.87,13.530631220844517,1.8309801823813363
22312,other,The Seattle Public Library - Ballard Branch,6,2004.0,1.0,1.0,15576.0,15000.0,store,15000.0,services,3100.0,aucun,0.0,,1533245.75,38.52,8.392144048078165,0.62,14.242898103805567,3.6768068728796672
22327,other,Ballard Masonic Center,6,1924.0,1.0,2.0,0.0,21528.0,leisure,21528.0,aucun,0.0,aucun,0.0,,306911.0938,6.61,8.240256257536815,0.62,12.634316646152696,2.0294631718735947
22332,other,Ballard Square,6,1928.0,1.0,2.0,0.0,30000.0,mall,25828.0,non refrigerated warehouse,0.0,aucun,0.0,,1094940.75,13.14,8.395295454810666,0.87,13.906211723470731,2.6490076604684267
22420,other,SUNSET,6,1942.0,1.0,2.0,0.0,30087.0,other,30554.0,aucun,0.0,aucun,0.0,,5274642.0,36.77,8.533241250173402,0.87,15.478421557311044,3.6315151367243654
22438,other,Quest Church,6,1975.0,1.0,1.0,0.0,40445.0,other,40445.0,aucun,0.0,aucun,0.0,92.0,786253.6875,29.24,7.402571260997855,0.37,13.575036048823213,3.4091655513113324
22440,store,Office Max #560,6,1996.0,1.0,1.0,0.0,23500.0,store,23500.0,aucun,0.0,aucun,0.0,53.0,1137967.5,13.29,7.341674949527659,0.87,13.944755213144713,2.659559991941776
22454,store,Ballard Goodwill,6,1967.0,1.0,1.0,0.0,22420.0,store,23067.0,aucun,0.0,aucun,0.0,82.0,1404253.75,31.79,8.369878092647063,0.62,14.15501729297753,3.4901235908565567
22479,store,70500811 -- Interbay,7,1961.0,1.0,1.0,0.0,25842.0,store,25987.0,aucun,0.0,aucun,0.0,35.0,8518313.0,237.54,6.185212779556784,0.62,15.957728991899275,5.474537011150523
22480,office,3257 16TH AVE W,7,1992.0,1.0,3.0,0.0,26389.0,office,16766.0,leisure,9623.0,aucun,0.0,,1208035.375,8.42,6.283775877276786,0.87,14.004506768778514,2.2428350885882717
22486,office,Canal Building,7,1982.0,1.0,3.0,0.0,25859.0,office,25859.0,non refrigerated warehouse,4000.0,aucun,0.0,88.0,858780.625,14.9,6.41715773581365,0.87,13.663269948623721,2.766319109226186
22502,non refrigerated warehouse,Commodore,7,1974.0,1.0,1.0,0.0,25600.0,non refrigerated warehouse,20600.0,office,5000.0,aucun,0.0,1.0,1730600.625,34.26,7.844886550566594,0.62,14.363979666135036,3.562749176969724
22504,other,"MER Equipment,Inc.",7,1965.0,1.0,1.0,0.0,23169.0,refrigerated warehouse,10200.0,aucun,0.0,aucun,0.0,,222255.9063,1.55,7.7081390235460265,0.87,12.311589227359041,0.9360933591703348
22509,office,Salmon Bay Landing,7,2008.0,1.0,4.0,8399.0,33385.0,office,33385.0,non refrigerated warehouse,8399.0,aucun,0.0,89.0,1294615.25,9.03,7.616887575368589,0.87,14.073724877154426,2.305580601973844
22511,non refrigerated warehouse,West Commodore,7,1960.0,1.0,1.0,0.0,56884.0,non refrigerated warehouse,56884.0,aucun,0.0,aucun,0.0,71.0,1388345.125,37.49,7.8648218738948685,0.62,14.143623758557998,3.6503984672956546
22519,store,1023-Crown Hill (Relo),6,1989.0,1.0,1.0,0.0,32810.0,store,32810.0,aucun,0.0,aucun,0.0,66.0,2017967.75,46.44,10.367292198818438,0.62,14.517601994146451,3.85946575468947
22547,non refrigerated warehouse,Mahoney Warehouse,7,1980.0,1.0,3.0,0.0,30989.0,non refrigerated warehouse,30989.0,aucun,0.0,aucun,0.0,,97690.39844,0.68,5.686823021082876,0.87,11.489568793622837,0.5187937934151676
22548,non refrigerated warehouse,"A1 Self Storage, LLC",7,1915.0,1.0,3.0,0.0,39952.0,non refrigerated warehouse,39952.0,aucun,0.0,aucun,0.0,,57133.19922,0.4,5.656865210135781,0.87,10.953158151905454,0.3364722366212129
22574,office,Nickerson Business Center,7,1961.0,1.0,2.0,0.0,20022.0,office,20784.0,aucun,0.0,aucun,0.0,80.0,657385.8125,4.58,6.584536276803837,0.87,13.396027879925866,1.7191887763932197
22577,mall,property #50,7,1960.0,1.0,2.0,0.0,36498.0,mall,18229.0,non refrigerated warehouse,17200.0,aucun,0.0,89.0,520011.8125,14.81,6.565141555526249,0.62,13.161608729677141,2.7606426512213806
22579,mall,Century 21 Promotions Inc,7,1968.0,1.0,1.0,0.0,35946.0,mall,31845.0,office,4101.0,aucun,0.0,,469499.8125,11.08,7.878380993791571,0.62,13.059425308193388,2.4915511925066687
22585,office,Commodore Way,7,2007.0,1.0,4.0,5680.0,24472.0,office,25184.0,non refrigerated warehouse,4968.0,aucun,0.0,96.0,845044.125,5.94,7.547262478640836,0.87,13.647145307280319,1.937301774518713
22607,office,Fisheries Building,7,1979.0,1.0,4.0,0.0,22365.0,office,21617.0,aucun,0.0,aucun,0.0,71.0,727385.8125,5.07,7.328042093461894,0.87,13.49721368173087,1.803358605071407
22609,office,The Wharf Building,7,1994.0,1.0,4.0,0.0,30172.0,office,30172.0,aucun,0.0,aucun,0.0,82.0,904059.875,6.3,7.257353302575646,0.87,13.714651976708874,1.9878743481543455
22650,non refrigerated warehouse,Ballard Hardware & Supply Co Inc,6,1927.0,1.0,4.0,0.0,42500.0,non refrigerated warehouse,42500.0,store,5091.0,aucun,0.0,100.0,241478.5938,1.68,7.650017266118647,0.87,12.394540250782063,0.9858167945227652
22654,office,Sanborn Building,6,1901.0,1.0,4.0,0.0,23032.0,office,14448.0,restauration,5300.0,store,1460.0,,1121537.75,7.82,8.10728185045424,0.87,13.930212184284862,2.1770218700187
22672,other,Olympic Athletic Club,6,1900.0,1.0,3.0,4914.0,40836.0,other,42850.0,non refrigerated warehouse,2900.0,aucun,0.0,,7240274.0,303.81,8.006852292696598,0.12,15.79516974706596,5.719688631673257
22676,office,5105 Leary Ave,6,1968.0,1.0,2.0,0.0,23500.0,office,23500.0,aucun,0.0,aucun,0.0,26.0,1686405.0,34.52,7.783134591625671,0.62,14.338110195197613,3.5700959181239695
22678,office,4925 Leary,6,1966.0,1.0,1.0,0.0,22282.0,office,22282.0,aucun,0.0,aucun,0.0,93.0,579888.3125,16.67,7.697519697248149,0.62,13.270592523792992,2.871868286331605
22679,non refrigerated warehouse,Ballard Mini Storage,6,1902.0,1.0,2.0,0.0,24000.0,non refrigerated warehouse,24000.0,aucun,0.0,aucun,0.0,,502898.6875,17.39,7.610015736100076,0.37,13.128146000763959,2.91180703861623
22684,other,Murphy Ballard Building,6,1909.0,1.0,3.0,0.0,27085.0,mall,9500.0,office,8196.0,lodging,6700.0,,1995131.75,60.67,8.17528663658229,0.37,14.506221147445707,4.1217975890034015
22801,other,Meadowbrook Community Center/Pool,5,1996.0,0.0,2.0,0.0,29258.0,leisure,31991.0,leisure,2648.0,other,0.0,,8086943.5,309.14,11.653348563148938,0.37,15.90576152918808,5.737023808436003
22804,office,Lake City Professional Center,5,1931.0,1.0,2.0,0.0,37500.0,office,37500.0,aucun,0.0,aucun,0.0,58.0,2235765.5,44.26,13.005043618750214,0.62,14.620094680254995,3.8124236402053913
22810,education,Bliss Hall,5,1930.0,1.0,3.0,0.0,23983.0,education,23983.0,aucun,0.0,aucun,0.0,61.0,1164364.75,33.28,14.189330753018004,0.62,13.967687076130375,3.534562093729579
22818,mall,Jack Warehouse,1,1980.0,1.0,1.0,0.0,24100.0,mall,20100.0,non refrigerated warehouse,3500.0,aucun,0.0,22.0,809870.8125,30.49,5.334241939835652,0.37,13.604631257951953,3.4496700351129332
22830,other,Freedom Church,1,1971.0,1.0,1.0,0.0,23772.0,other,23772.0,aucun,0.0,aucun,0.0,100.0,100841.7031,0.7,10.297447202059548,0.87,11.521317186773606,0.5306282510621704
22834,education,University Child Development School,4,2004.0,3.0,2.0,0.0,31343.0,education,51515.0,aucun,0.0,aucun,0.0,5.0,3846501.25,128.66,7.0402582356298264,0.37,15.16267478682831,4.864915639746849
22860,other,Lakeside Plaza,6,1996.0,1.0,3.0,22850.0,33062.0,non refrigerated warehouse,24052.0,office,23501.0,store,9561.0,,2450442.75,17.08,9.132782473445932,0.87,14.711779688569198,2.89480635496403
22863,other,Max Performance,7,1957.0,1.0,2.0,0.0,20294.0,other,18000.0,office,2294.0,aucun,0.0,,1735995.75,67.45,7.314914703446079,0.37,14.367092302080865,4.226103551734458
22866,office,Fishermen's Commerce Building,7,1983.0,1.0,4.0,10849.0,29722.0,office,24008.0,aucun,0.0,aucun,0.0,64.0,1286817.375,8.97,7.1688021082130575,0.87,14.067683353853386,2.299580583973747
22867,office,Icicle Seafoods,7,1983.0,1.0,4.0,15659.0,26048.0,office,41707.0,non refrigerated warehouse,12000.0,aucun,0.0,78.0,1755788.5,12.24,7.114724064615749,0.87,14.37842917127639,2.5832425505088623
22881,other,(ID22881) INTERBAY BUILDING,7,1960.0,1.0,2.0,0.0,57644.0,office,20176.0,services,19440.0,non refrigerated warehouse,15490.0,,2189735.0,42.87,6.4126920524291275,0.62,14.599291546580991,3.7812307151781224
22883,non refrigerated warehouse,Keller Supply,7,1955.0,1.0,2.0,0.0,39497.0,non refrigerated warehouse,25547.0,office,13950.0,aucun,0.0,9.0,1700057.375,28.28,6.2508151435560615,0.87,14.346173146672195,3.3769046890931107
22936,other,Seattle Asian Art Museum,3,1932.0,1.0,1.0,0.0,33087.0,leisure,53776.0,aucun,0.0,aucun,0.0,,3548858.25,121.9,3.1698649075456657,0.37,15.082136771783302,4.811371016571989
22940,office,MERIDIAN NORTH OFFICE BUILDING,5,1982.0,1.0,2.0,0.0,27574.0,office,27574.0,aucun,0.0,aucun,0.0,73.0,1211349.25,8.44,11.577982821035505,0.87,14.007246204500092,2.244955980157409
22953,store,Tux Shop,5,1965.0,1.0,1.0,0.0,24982.0,store,24982.0,aucun,0.0,aucun,0.0,99.0,335245.0,2.34,11.53761474957343,0.87,12.722619869678264,1.205970806988609
22955,lodging,Foundation House at Northgate,5,1998.0,1.0,5.0,0.0,43661.0,lodging,43661.0,non refrigerated warehouse,0.0,aucun,0.0,4.0,3936421.5,82.57,11.884663106323536,0.62,15.185782873873164,4.425684604013345
22962,office,Northgate Meridian Bldg,5,1987.0,1.0,3.0,27307.0,48798.0,office,76105.0,aucun,0.0,aucun,0.0,91.0,2472350.25,17.24,11.63251959686273,0.87,14.720680178889637,2.9036169846461855
23008,other,Display Supply Inc,5,1952.0,1.0,2.0,0.0,32009.0,non refrigerated warehouse,17500.0,store,15770.0,office,4000.0,,1998725.25,44.28,11.816757640081972,0.62,14.508020660633187,3.8128654338949275
23011,store,Bevmo,5,1966.0,1.0,1.0,0.0,41615.0,store,41615.0,aucun,0.0,aucun,0.0,69.0,1900006.25,13.25,11.494226927399366,0.87,14.457368259918862,2.6567569067146595
23017,medical,5th Ave Professional Center,5,1988.0,1.0,3.0,0.0,28841.0,medical,28841.0,aucun,0.0,aucun,0.0,55.0,1459199.75,33.42,11.458219777558332,0.62,14.193399412282336,3.5386377907833935
23020,non refrigerated warehouse,Northgate Self Storage,5,1977.0,2.0,2.0,0.0,33344.0,non refrigerated warehouse,31360.0,office,984.0,non refrigerated warehouse,0.0,,123767.2031,0.86,11.593402639946047,0.87,11.726165765370993,0.6205764877251098
23022,other,Northgate Campus,5,2005.0,2.0,1.0,0.0,30498.0,leisure,30498.0,aucun,0.0,aucun,0.0,,2436063.0,80.19,11.309456033358748,0.37,14.705894180044803,4.396792086874355
23040,education,Holy Family School,1,1924.0,1.0,2.0,0.0,42975.0,education,21405.0,aucun,0.0,aucun,0.0,92.0,959352.0,42.96,9.90873782419716,0.12,13.774014377898675,3.7832801295354206
23049,other,Laidlaw,1,1963.0,1.0,1.0,0.0,23260.0,services,13075.0,office,10185.0,aucun,0.0,,1612105.75,52.41,7.822445190212287,0.37,14.293052421940493,3.977997994351679
23051,office,MMFS Upper Bldg,1,1988.0,1.0,2.0,0.0,30659.0,office,27262.0,non refrigerated warehouse,8653.0,refrigerated warehouse,285.0,88.0,2619088.5,55.85,7.900717470826847,0.62,14.77833729625456,4.040416220196545
23056,other,NATIONAL SIGN,7,1920.0,1.0,2.0,0.0,27144.0,other,27144.0,aucun,0.0,aucun,0.0,,1012024.313,32.58,3.1751488236662864,0.37,13.827464141362581,3.5139306516493947
23064,other,Evergreen Washelli,5,1970.0,5.0,1.0,0.0,23166.0,other,23166.0,aucun,0.0,aucun,0.0,,3475804.25,184.6,11.829476111787486,0.12,15.061336736755269,5.2235938203521
23065,medical,Meridian Center for Health,5,1979.0,1.0,2.0,0.0,34759.0,medical,44667.0,non refrigerated warehouse,0.0,aucun,0.0,81.0,1633105.375,11.39,11.320197130971478,0.87,14.3059945106761,2.516889695641051
23076,other,North Seattle Alliance Church,5,1965.0,1.0,2.0,0.0,44719.0,other,45909.0,medical,1025.0,office,972.0,,1614026.25,53.21,12.635169434997115,0.37,14.294243011188714,3.992865393272247
23098,store,Red Apple Market,2,1965.0,1.0,1.0,0.0,21603.0,store,21603.0,aucun,0.0,aucun,0.0,16.0,5833800.0,129.89,3.0480908028427454,0.62,15.579179318440646,4.874357275803628
23115,mall,Intermountain Supply,1,1979.0,1.0,1.0,0.0,42900.0,mall,43050.0,aucun,0.0,aucun,0.0,53.0,436252.5,3.04,8.045539605429786,0.87,12.985978775389226,1.3962446919730587
23117,other,Joint Training Facilities Campus,1,2005.0,5.0,1.0,0.0,57952.0,education,57952.0,aucun,0.0,aucun,0.0,,3091387.5,96.15,9.45489035811412,0.37,14.944130900696024,4.576256175823449
23120,other,(ID23120) WASTE MANAGEMENT,1,1971.0,1.0,1.0,0.0,26232.0,services,18262.0,office,7970.0,aucun,0.0,,3094090.0,122.71,8.270800237474964,0.37,14.945004721447336,4.81794011687474
23158,non refrigerated warehouse,KOF Associates,3,1956.0,1.0,2.0,0.0,25840.0,non refrigerated warehouse,25840.0,aucun,0.0,aucun,0.0,92.0,313528.0938,2.19,1.2666343329724108,0.87,12.655647437938955,1.1600209167967532
23161,office,Pearl Warren Building,2,1988.0,1.0,1.0,0.0,45145.0,office,43813.0,aucun,0.0,aucun,0.0,,1268459.0,43.63,1.1348679988848072,0.37,14.053314124217232,3.7984062786411785
23164,office,The Weller Building,3,2001.0,1.0,5.0,22095.0,48237.0,office,44417.0,non refrigerated warehouse,25915.0,aucun,0.0,89.0,1981115.25,19.12,1.2794729980928883,0.87,14.499171006442532,3.0017143452315387
23204,education,Maple Elementary,2,1971.0,1.0,1.0,0.0,50546.0,education,53234.0,aucun,0.0,aucun,0.0,94.0,1155080.5,12.15,5.1481601581427245,0.87,13.959681462219159,2.5764217586237734
23228,store,Safeway 1143 - 15th Ave,6,1994.0,1.0,1.0,0.0,45522.0,store,45522.0,non refrigerated warehouse,0.0,aucun,0.0,22.0,12250422.0,326.74,10.179409254820632,0.62,16.321071024971086,5.792220611118078
23231,store,Bitter Lake Plaza,5,1979.0,1.0,2.0,0.0,20088.0,store,16080.0,office,3500.0,non refrigerated warehouse,508.0,,326778.6875,2.28,13.291172207660612,0.87,12.697041484283481,1.1878434223960523
23265,other,T102 1011 B/C,1,1989.0,5.0,2.0,0.0,138907.0,other,139557.0,aucun,0.0,aucun,0.0,,7837692.5,179.55,3.962855962358515,0.62,15.874455152613761,5.196007747723467
23268,office,Building F,1,1997.0,1.0,2.0,0.0,40657.0,office,40657.0,non refrigerated warehouse,0.0,aucun,0.0,57.0,2826828.0,23.6,3.9761117526685874,0.87,14.854666146696264,3.202746442938317
23277,non refrigerated warehouse,23277 HSC HarbIsl,1,1900.0,1.0,1.0,0.0,20200.0,non refrigerated warehouse,18700.0,office,1500.0,aucun,0.0,,269016.6875,2.25,3.786396811695506,0.87,12.50253240921046,1.1786549963416462
23297,lodging,St. James Cathedral & Rectory,3,1904.0,1.0,1.0,0.0,44086.0,lodging,44091.0,aucun,0.0,aucun,0.0,29.0,3652708.75,184.0,0.4909897177200128,0.62,15.110979847378418,5.220355825078324
23299,office,Pigott Building,3,1970.0,1.0,7.0,20824.0,33548.0,office,54372.0,non refrigerated warehouse,15000.0,aucun,0.0,94.0,1403820.0,9.79,0.4668498827388987,0.87,14.154708362562493,2.378619779270043
23310,other,Charles & Emma Frye Free Public Art Museum,3,1951.0,1.0,1.0,0.0,47699.0,leisure,47000.0,non refrigerated warehouse,0.0,aucun,0.0,,14524386.0,712.39,0.5626647978409839,0.87,16.491339656713567,6.570028255444994
23313,office,Swedish Invex Building,3,1956.0,1.0,3.0,0.0,21282.0,office,19658.0,aucun,0.0,aucun,0.0,69.0,1245923.75,62.23,0.7188744407828531,0.87,14.035388583247363,4.146778872070522
23320,other,PARKWAY,2,1921.0,1.0,2.0,0.0,41022.0,other,41022.0,aucun,0.0,aucun,0.0,,3787648.25,26.41,7.624471501449102,0.87,15.147256133963962,3.3109079103146946
23397,other,Fraser Marine Building,1,1966.0,1.0,2.0,0.0,28109.0,other,28109.0,aucun,0.0,aucun,0.0,,3612526.75,38.39,4.192590977133562,0.87,15.09991829303422,3.6735119769828146
